fnu_12,fnu_60,rat_25_60,ra,dec
0.30,1.02,0.3824,163.6291,17.2850
0.27,1.40,0.2000,163.5691,-39.6728
0.26,0.62,0.4355,163.7599,49.7263
2.27,1.76,0.2159,163.6559,-21.0623
0.41,0.56,0.4464,163.6131,-46.2098
0.25,2.33,0.1330,163.6839,-17.0415
0.76,0.94,0.2872,163.9497,-9.8569
0.65,0.40,0.6250,164.1095,57.5039
0.25,0.98,0.2551,164.0863,-50.5580
0.25,0.43,1.3256,164.3193,28.5436
0.48,0.57,0.4386,164.2443,-33.1609
0.27,0.53,0.4717,164.4423,36.2809
0.25,0.59,1.5085,164.3237,-46.1761
0.48,0.57,0.4737,164.4049,-25.5008
0.40,0.47,0.6383,164.6221,24.3698
0.25,1.61,0.2422,164.5539,-26.3072
0.30,8.53,0.1395,164.7890,61.5303
0.37,0.43,0.6512,164.6923,25.1400
0.25,2.33,0.1674,164.6700,-15.5284
0.25,0.76,0.4211,164.6957,-9.8456
0.25,0.46,0.7826,164.7188,-14.9582
0.25,1.54,0.1818,164.5414,-69.6523
0.25,1.26,0.1190,163.8205,-85.5930
0.25,1.25,0.2000,164.7213,-49.9733
0.25,1.46,0.1370,195.3298,48.0559
1.19,0.65,0.6000,195.4474,-8.3421
0.45,0.70,0.5286,195.4848,-6.9268
0.33,1.17,0.2137,195.5270,-32.7790
0.36,2.92,0.1199,195.5330,-33.1215
0.45,0.60,0.6667,195.5963,-56.2907
1.43,0.40,1.5500,195.5732,-49.4859
0.25,1.24,0.2016,195.5855,-50.3373
0.25,1.30,0.2923,195.5148,-7.6037
0.25,1.15,0.2174,195.5950,-49.4742
0.41,0.64,0.4688,195.5267,27.6514
0.25,0.52,0.6923,195.6035,-17.6800
0.25,0.64,0.3906,195.6856,-32.6774
0.35,14.05,0.0626,195.7195,-23.9224
0.25,0.85,0.2941,195.6754,15.5105
0.25,0.73,0.3425,195.3106,80.0270
0.25,2.78,0.1367,195.7943,-39.2495
0.46,2.90,0.2241,195.7510,-8.0853
0.25,0.74,0.3378,195.5815,75.4025
0.25,4.96,0.1190,195.9522,-42.9649
0.25,1.25,0.2000,196.0087,-38.2003
0.35,0.38,0.6579,196.0171,-41.4128
0.25,0.57,0.4386,195.8664,53.5283
0.25,0.72,0.3472,195.9134,51.4967
0.30,1.90,0.2526,196.0568,-10.3402
0.25,1.34,0.4328,196.0524,-5.5502
0.25,0.46,1.4130,196.0691,9.2218
0.41,0.39,0.9744,196.1327,-3.5729
0.73,1.34,0.1866,196.2086,-30.2448
0.27,2.11,0.1185,196.2485,-47.2364
0.25,0.58,0.9655,196.2220,-24.8395
0.36,11.88,0.0657,196.2994,-49.5192
0.25,0.49,1.1020,196.2179,3.8284
0.49,1.91,0.1780,196.2865,-32.1922
0.31,2.29,0.1223,196.3335,-35.3405
0.25,0.51,0.4902,196.3449,-30.1038
0.68,4.82,0.1826,196.4331,-49.4201
0.54,0.92,0.3587,196.3020,32.0036
0.25,0.55,0.4545,196.4984,-50.3083
0.25,2.92,0.1438,196.5533,-57.5588
0.25,1.17,0.2137,196.4456,27.7351
0.39,0.55,0.4545,196.4388,32.8404
0.28,1.76,0.1761,196.4629,41.7230
0.68,5.51,0.2250,196.6063,-40.4137
0.59,0.43,0.6047,196.6359,-49.6832
0.40,0.45,1.3556,196.6655,-41.0156
0.25,0.98,0.4286,196.5633,25.4594
0.26,0.74,0.6216,196.5733,29.0597
0.28,0.44,1.2955,196.5765,32.9748
0.27,0.57,0.4386,196.5303,59.2162
0.25,0.97,0.2577,196.6503,27.8715
0.25,0.84,0.2976,196.7361,-23.9168
0.36,0.68,0.3676,196.8233,-54.1287
0.25,4.74,0.1139,196.7870,-33.8671
1.37,0.40,0.9250,196.5906,62.0443
0.77,0.44,1.2727,196.6848,35.0999
0.37,2.34,0.5342,196.7750,-23.6771
0.67,1.01,0.3762,196.7352,4.7277
0.25,0.95,0.2632,196.8854,-45.0145
0.40,0.88,0.3409,196.9110,-0.9424
0.29,0.59,0.4407,196.9465,-22.8599
0.25,0.60,0.8500,196.9108,6.3371
0.25,0.51,0.4902,197.0498,-54.2454
0.25,1.03,0.2427,196.8632,45.2169
0.40,1.14,0.2719,196.9613,-0.8698
0.25,0.62,0.4032,196.9792,34.9195
0.70,0.40,1.5000,197.1205,24.7035
0.25,0.51,0.8235,197.1777,-2.1353
0.29,3.59,0.2368,197.2018,-6.7770
0.25,0.67,0.3731,197.1036,50.6455
0.25,0.88,0.9091,197.2538,-32.1259
0.71,11.36,0.1496,197.2375,-15.5158
0.25,0.74,0.3378,197.2906,-28.6411
0.25,0.65,0.7385,197.3559,-47.9694
0.34,2.95,0.3356,197.3238,-5.2735
0.25,0.61,0.4098,197.3175,29.3655
0.25,1.67,0.1078,197.2207,62.3083
0.25,0.63,0.4286,197.4689,-47.9478
0.41,0.68,0.4412,197.3839,1.6736
0.25,1.53,0.1634,197.4745,-43.1067
0.51,3.75,0.1493,197.4193,-7.8342
0.35,2.55,0.1176,197.4345,-16.6031
5.74,0.55,2.1818,197.4404,-10.3294
0.60,0.89,0.2809,197.5145,-46.4372
0.30,0.92,0.2717,197.4430,28.9082
0.25,2.67,0.1199,197.3861,53.4932
0.25,1.06,0.3962,197.4616,24.5760
2.19,0.40,1.4250,197.4995,17.5288
0.25,0.55,0.5818,197.5011,30.0372
0.65,0.58,1.2931,197.5713,-7.4528
0.25,0.65,0.6923,197.6166,-7.6517
0.38,0.58,0.4310,197.1535,79.7917
0.25,1.24,0.1452,243.8930,68.3986
0.25,0.25,1.0000,244.0747,64.1117
0.25,2.83,0.0671,244.4864,22.9448
0.25,1.64,0.1220,244.3807,46.0899
0.27,0.49,0.5102,244.3942,50.2451
0.25,1.51,0.1656,244.6991,7.4097
48.11,2.19,5.9589,244.3132,59.7545
0.25,0.91,0.2747,244.1554,68.2031
0.25,0.47,0.5319,244.4642,52.1968
0.25,0.96,0.2917,244.7905,14.1346
0.25,1.24,0.2016,244.9515,5.1616
0.68,0.44,1.5227,244.8227,37.0903
0.25,1.37,0.1898,245.0304,2.0083
0.35,3.86,0.2047,245.5524,-63.5508
0.25,0.55,0.4545,245.0824,1.7396
0.25,0.40,2.0500,244.8904,57.6108
0.40,0.59,0.4237,245.2791,13.1354
0.25,2.11,0.1232,245.4522,-2.2849
0.31,0.40,0.6250,245.2915,36.0690
0.25,0.65,0.3846,245.3706,40.2047
0.74,0.33,2.0000,246.1434,-64.7164
0.25,0.92,0.2717,245.3240,51.5553
0.25,0.78,0.3205,245.4836,38.9322
0.25,1.59,0.2264,245.7594,3.6421
0.25,0.80,0.3500,245.4256,55.0848
0.25,1.20,0.2083,245.2411,65.3874
0.26,0.49,0.5102,245.4492,54.6554
0.38,0.53,0.4717,245.7832,19.0060
0.25,1.67,0.1796,245.5741,50.3711
0.25,0.64,0.3906,245.5458,55.0486
0.35,1.37,0.2993,246.0910,-34.2510
0.25,0.42,0.5952,245.8111,39.9228
0.47,0.43,1.6977,248.5097,-84.1421
0.25,1.09,0.2661,245.8448,41.6508
0.28,0.46,0.5435,245.9939,21.8061
0.25,1.13,0.2212,245.9938,22.3933
0.23,2.51,0.0757,246.6508,-63.1963
0.25,1.34,0.1642,246.0646,20.1828
0.44,0.56,0.4464,245.8374,52.5324
0.26,0.39,0.6410,246.0533,38.6177
0.25,0.54,0.4630,246.2276,18.3860
0.25,1.59,0.1761,246.9052,-65.4130
0.25,1.79,0.1453,246.1540,39.1274
0.27,4.73,0.1057,246.9637,-66.7853
0.26,0.44,0.5682,246.3199,30.3202
0.25,0.72,0.3472,246.1548,53.1210
0.25,3.30,0.2061,246.5176,2.9068
0.25,0.60,0.4167,246.4371,40.4736
0.25,1.55,0.1613,246.4531,40.3451
0.25,0.86,0.2907,246.4562,48.0994
0.28,2.24,0.1071,246.6945,11.5799
0.25,0.82,0.3049,246.5633,39.9664
0.35,0.58,0.4310,240.1384,87.8055
0.25,0.36,0.6944,246.6327,35.6711
0.25,1.83,0.1257,246.5337,48.3662
0.25,0.78,0.3205,246.6971,33.0816
0.66,0.40,1.1750,246.7305,41.2541
0.25,0.61,0.4098,246.7251,51.5552
0.25,0.57,0.5965,246.8505,39.1082
0.25,0.35,0.7429,246.7699,49.5339
0.28,2.45,0.1184,247.1729,12.7638
0.25,0.32,0.7812,246.8757,54.6876
0.25,1.00,0.2500,247.0837,32.8103
0.28,1.12,0.5714,247.4623,-26.7787
0.25,0.41,1.1951,247.3203,3.1146
0.25,0.36,0.8333,247.0151,51.7751
0.25,1.74,0.1724,247.1173,41.2172
0.25,0.63,0.3968,247.1678,40.1219
0.25,0.46,0.5435,247.2166,39.8293
0.38,0.43,0.5814,246.9564,62.6885
0.25,0.38,0.6579,247.2495,40.5309
0.25,0.48,0.5208,247.3427,48.8679
0.26,0.52,0.4808,246.7134,74.8893
0.25,0.65,0.3846,247.5573,23.0687
0.28,7.03,0.1181,247.7363,4.0828
0.27,1.32,0.1288,247.2332,64.2062
0.54,6.27,0.0973,247.9174,-28.1031
0.26,0.90,0.2778,247.7101,16.2507
0.25,0.58,0.4310,247.7677,5.1597
0.28,0.48,0.5208,246.9512,73.9555
0.41,1.86,0.1720,248.0168,-29.5532
0.25,0.72,0.3472,247.7652,23.8335
0.25,1.64,0.0915,247.8384,20.1827
0.25,0.45,1.4222,247.9214,22.3292
0.27,1.21,0.2231,247.9547,20.4096
0.27,0.31,0.8065,247.7898,50.0266
0.25,0.52,0.4808,247.8941,40.5649
0.99,16.52,0.1350,248.7163,-60.6189
0.28,0.53,0.4717,248.1430,26.3802
0.25,0.82,0.3049,247.8970,59.6368
0.29,2.28,0.3246,248.8043,-58.0800
0.26,0.44,0.5682,248.1947,37.3551
0.25,0.75,0.3333,248.0275,58.4393
0.25,0.63,0.3968,248.4733,7.1968
0.65,0.42,1.4286,250.3480,26.7072
0.26,3.03,0.1683,250.5128,-5.0330
0.25,0.53,0.4717,250.2324,48.8957
0.26,0.56,0.4464,250.3156,39.7503
0.25,1.02,0.2451,251.7331,-77.4887
0.25,1.22,0.1066,249.3166,78.1428
0.29,0.90,0.4000,250.8001,-30.9276
0.28,0.51,0.4902,251.1228,-60.8535
0.25,1.29,0.1938,250.4413,39.6425
0.25,2.65,0.1245,250.5982,25.0858
0.25,2.43,0.1193,250.3076,59.0833
0.25,0.40,0.6250,250.2627,62.3965
0.25,2.20,0.1409,250.7739,-0.6493
0.26,0.54,0.4630,250.5105,51.5151
0.25,0.98,0.2551,250.5195,54.6891
0.25,4.41,0.0907,250.7663,36.8343
0.32,0.60,0.4500,250.7529,39.8084
0.25,0.40,0.6250,250.5153,61.8366
0.25,0.70,0.3571,251.0464,39.7875
0.25,0.56,0.4464,251.0139,49.5129
0.25,1.65,0.1697,250.8467,61.9828
0.26,0.55,0.4545,252.0502,-69.1386
0.25,3.93,0.0738,251.8248,-57.4426
0.38,0.47,0.5319,251.2047,39.9891
0.25,2.66,0.0789,251.9197,-60.1481
0.25,0.39,1.4615,251.3818,18.2038
0.40,0.30,0.8333,249.7171,81.6851
0.25,0.40,0.6250,251.0549,61.3287
0.25,0.40,0.6250,250.6952,73.6594
0.34,0.61,0.4426,252.4676,-71.2002
0.25,9.32,0.0601,251.8869,-29.3562
0.44,0.83,0.3012,251.2834,61.8398
0.39,0.48,0.8333,251.9847,-31.5380
0.32,1.62,0.2037,251.9784,-25.0307
0.25,1.74,0.0862,251.4683,59.6211
0.28,0.40,1.1000,251.8177,40.2453
0.25,0.55,0.4545,252.0137,26.2107
0.25,1.46,0.1712,251.7121,59.0931
0.25,0.60,0.4167,251.6471,62.8229
0.25,1.64,0.1524,251.8048,53.5605
0.25,0.62,0.4032,251.8236,52.2425
0.25,0.67,0.3731,251.7486,58.4215
0.25,0.87,0.2874,252.7278,-61.8123
0.29,0.91,0.4505,252.3260,-17.6451
0.27,0.92,0.2717,251.8217,62.1445
1.25,26.13,0.0918,252.7779,-58.9939
0.48,2.65,0.6642,252.8372,-59.2347
0.25,0.80,0.3125,252.2699,29.7588
0.25,1.25,0.2000,252.1231,48.7121
0.25,0.58,0.4310,252.4074,9.7814
0.25,4.40,0.1114,252.0849,62.9763
0.25,0.67,0.4030,252.6695,12.0216
1.49,36.32,0.1451,253.1920,-59.2167
1.54,0.40,1.7250,253.1905,-58.9661
0.25,3.47,0.1095,252.5074,42.7418
0.25,0.41,0.6098,252.7129,8.7873
0.35,5.70,0.0877,110.9097,-30.0521
0.23,2.85,0.0947,110.9246,-29.6525
0.25,1.35,0.3259,111.2565,27.3244
0.25,1.45,0.2000,111.2559,23.7830
1.35,0.48,1.1667,111.4197,44.8184
0.25,0.56,0.4464,110.7121,-62.0281
0.42,0.59,0.4237,112.0704,72.5743
0.25,0.40,0.6250,110.7902,-60.4990
0.25,2.99,0.2074,111.4081,29.9544
0.25,0.64,0.3906,110.2640,-75.3845
0.25,0.63,0.3968,111.6794,47.0940
0.25,2.93,0.1638,111.7110,48.7014
0.25,1.64,0.1524,111.2595,-32.4996
0.25,0.92,0.3043,111.6531,33.8233
0.25,3.30,0.2182,112.1733,69.1896
0.25,0.93,0.3441,111.6509,23.0729
0.25,2.38,0.1681,112.3572,72.1290
0.25,2.73,0.0659,111.4214,-30.4070
0.26,0.71,0.4648,112.2082,63.3896
0.25,1.50,0.1667,112.0337,52.4714
0.25,1.82,0.1374,111.4292,-47.2765
0.25,1.27,0.2520,111.8424,19.6370
0.25,0.58,0.4310,111.7223,-7.5461
0.25,1.13,0.2212,111.5854,-35.3303
0.25,0.47,0.5319,111.5368,-52.4501
0.33,0.56,0.5714,112.0281,28.9313
0.25,0.75,0.4000,112.1957,35.5512
0.25,0.54,0.4630,112.3815,55.0324
0.49,16.21,0.1228,112.2232,33.8188
0.25,0.61,0.7377,112.5151,34.0275
0.25,0.95,0.2632,112.7823,59.4807
0.45,0.96,0.2917,112.7682,57.9402
0.25,1.18,0.2119,111.3983,-75.1812
0.25,3.25,0.2215,112.9327,63.2430
0.25,0.52,2.6154,113.2351,64.9065
0.31,1.49,0.1409,112.5779,-31.5989
0.25,0.93,0.2688,115.1075,83.7896
0.25,0.60,0.7000,113.1363,55.1962
0.25,0.41,0.6098,112.3610,-58.7432
0.25,0.91,0.2747,113.2522,60.8823
0.25,0.73,0.3425,113.1226,50.1375
0.27,0.46,0.7826,113.2369,58.2817
0.75,0.40,1.4750,112.4688,-66.2143
0.25,0.41,0.6098,112.7372,-51.8480
0.26,0.82,0.3049,112.6020,-61.7908
0.28,0.38,0.6579,112.9867,-31.7957
0.25,0.52,0.5385,113.3466,31.4820
0.25,2.03,0.1429,332.3203,-27.7295
0.34,0.72,0.3472,332.1104,48.4438
0.25,0.57,0.4561,332.4185,-49.8071
0.39,0.55,0.4545,332.2062,24.6981
0.36,0.74,0.3378,332.1916,44.5326
0.25,1.92,0.1562,332.4719,-37.9192
0.25,1.34,0.1940,332.6975,-66.8697
0.27,3.44,0.1308,332.5372,-36.0899
0.25,0.71,0.3521,332.3590,39.2163
0.83,0.40,1.0250,332.4442,9.5356
0.29,4.63,0.1901,332.5495,-16.6598
0.25,1.27,0.2598,332.4056,39.2822
0.40,0.55,0.4545,332.4285,38.1950
0.26,3.38,0.0947,332.5607,41.0292
0.25,0.72,0.3472,333.1071,-72.5694
0.25,0.62,0.4032,332.8088,-30.5634
0.50,0.72,0.3472,332.6240,40.8908
0.25,0.50,0.5000,333.1690,-71.1068
0.25,2.39,0.1213,333.0687,-62.7266
0.25,0.54,0.4630,333.0555,-41.7904
0.25,2.33,0.1159,333.1229,-47.2219
0.25,1.58,0.1582,333.2998,-48.8429
0.60,1.41,0.2553,333.3433,-52.9876
0.25,1.44,0.2361,333.2546,-28.5252
0.29,2.95,0.0847,333.2816,-26.1490
0.43,0.76,0.3289,333.3283,-37.0139
0.26,1.82,0.1758,333.2946,-22.4429
0.25,3.10,0.0645,333.1216,45.3258
0.25,0.64,0.3906,333.4195,-45.8951
0.25,0.58,0.4310,333.5674,-54.1207
0.25,0.54,0.4630,333.5286,-36.6840
0.25,1.28,0.1953,333.5135,-29.3827
0.37,3.35,0.0925,333.7403,-66.8479
0.25,0.53,0.4906,333.5133,-26.9371
0.25,1.18,0.2458,333.5533,-17.0742
0.25,4.32,0.1968,333.6021,-29.9811
0.27,3.61,0.1191,333.8103,-65.5522
0.40,0.77,0.5844,333.6797,-38.8048
0.42,5.74,0.1028,333.6627,-27.4654
0.25,0.78,0.3205,333.6955,42.1837
0.60,4.05,0.2198,333.9502,-45.8470
0.25,0.66,0.3788,333.8250,37.2998
1.12,19.51,0.1112,334.0374,-36.8446
0.25,0.72,0.3472,334.0227,-26.6799
0.25,0.87,0.3908,334.1193,-21.4297
2.82,0.40,1.4750,334.2209,-9.0397
0.25,0.73,0.5205,153.2090,12.6667
0.83,0.53,0.6981,153.2724,35.2819
0.53,4.70,0.1383,153.2647,17.0299
0.38,0.54,0.4630,153.1630,-34.7303
0.39,2.27,0.1322,153.1965,-27.8404
0.26,0.49,0.5102,153.1440,-45.2431
1.00,27.77,0.1837,153.0473,-62.5331
0.26,2.23,0.1659,153.3793,22.7383
1.31,0.44,0.5682,153.6204,65.9369
0.27,0.56,0.4464,153.5219,50.1234
0.25,1.01,0.2475,153.4752,38.6679
0.25,1.03,0.2427,153.3640,-43.7114
0.44,0.68,0.3676,153.4355,-34.8590
0.55,6.78,0.0885,153.5635,3.4656
1.26,0.62,0.4032,153.4444,-52.2908
0.25,0.70,0.5143,153.7644,39.6595
0.49,0.36,0.9722,153.6946,12.5903
0.25,0.75,0.4533,153.6433,-27.6922
0.27,0.49,0.5102,153.9431,59.9687
0.25,1.27,0.2598,153.8106,21.1082
0.26,0.92,0.2717,153.6854,-34.3393
0.25,1.19,0.3277,153.6926,-34.0615
0.25,0.80,0.3250,153.7279,-23.0490
0.25,1.39,0.1799,153.6730,-44.8532
0.88,1.95,0.0872,153.7027,-38.1885
0.52,6.66,0.0916,154.2178,73.4008
0.25,1.14,0.2193,153.9258,43.9930
0.25,1.15,0.3826,153.9987,4.9555
0.26,1.73,0.1214,153.8877,-45.1331
0.27,0.56,0.5714,154.0846,4.8214
0.54,9.20,0.1152,154.1409,21.1236
0.81,0.40,0.7500,154.1491,22.0849
0.25,0.69,0.3623,154.2447,49.6279
0.38,3.80,0.1105,153.9994,-41.5550
0.28,0.66,0.5303,154.1516,12.5785
0.25,0.96,0.3646,154.3372,15.4879
0.67,0.40,0.6250,154.0921,-64.8631
0.25,1.58,0.1835,154.4048,21.6905
0.25,0.69,0.4928,154.2882,-31.6586
0.37,2.84,0.2641,154.2275,-48.8797
0.25,0.91,0.2747,154.4518,21.8715
0.25,2.35,0.2298,154.5506,41.4314
0.25,1.59,0.1572,154.6535,59.6694
0.25,0.75,0.3333,154.7916,63.9716
0.25,2.84,0.1162,154.5829,7.0476
0.43,0.40,0.8250,154.6252,22.8770
0.25,1.24,0.2016,35.4057,-5.5180
0.25,1.07,0.2336,35.6692,28.2577
0.39,0.41,0.6098,35.7229,37.2198
0.25,1.39,0.2374,35.8775,27.3221
0.52,2.49,0.1205,35.7579,-20.7107
0.25,0.38,0.8158,36.0435,5.3730
0.25,0.50,0.5000,36.1502,28.6069
0.25,0.49,0.5102,36.3959,46.1271
0.25,0.65,0.4769,36.3143,24.2628
0.27,0.74,0.3514,36.5003,27.2715
0.28,3.89,0.1003,36.3101,-40.4232
0.25,3.06,0.1176,36.4912,-24.7095
0.25,0.89,0.2809,36.7198,41.6892
0.25,2.51,0.1554,36.6721,-14.5164
0.25,2.85,0.0877,36.8346,33.5755
0.25,1.50,0.2667,36.8864,-10.1661
0.25,0.40,0.7250,36.9810,20.3395
0.29,0.44,0.6818,37.1692,23.7976
0.25,1.34,0.1866,37.2895,48.4307
0.25,0.43,0.5814,37.2158,-41.4025
0.25,1.57,0.1911,37.3817,-3.2120
0.25,0.40,0.8500,37.6362,-1.1097
0.27,0.62,0.4032,37.8059,43.3594
0.42,0.62,0.4032,37.8705,-22.9360
0.25,1.12,0.2232,38.0999,35.4946
0.34,0.51,0.4902,38.0730,-35.0311
0.25,0.90,0.2778,38.3203,32.7467
0.26,0.71,0.3521,38.1736,-43.8309
0.25,0.56,0.4464,38.4530,30.1841
0.25,1.34,0.1866,38.6545,34.8694
0.37,0.80,0.5000,38.6463,29.9635
0.25,1.07,0.7103,38.8610,37.5124
0.25,0.94,0.2660,38.7257,-13.6580
0.38,0.45,0.6444,39.1142,33.6057
0.58,0.49,0.5102,39.2197,45.3930
0.25,0.40,0.6250,39.4076,42.6424
0.25,0.92,0.3043,39.2456,-5.3479
0.25,1.01,0.2475,39.4003,-11.0242
0.44,0.92,0.2717,39.4018,-32.9240
0.25,0.90,0.2778,39.7193,27.8497
0.75,20.12,0.1620,39.6392,-6.6763
0.25,2.41,0.1037,39.7662,-27.4429
0.30,3.07,0.1107,39.8687,-8.1323
3.62,93.36,0.0990,40.4781,59.6032
0.28,0.75,0.4000,40.2335,8.5963
0.25,0.81,0.3086,40.1598,-54.6635
1.23,20.72,0.0801,40.4404,0.4440
0.33,6.25,0.1056,27.7638,-9.7029
0.25,1.45,0.2276,27.7977,-12.5136
0.51,0.40,0.6250,27.9264,35.6684
0.25,1.32,0.2652,27.8300,-4.0550
0.25,1.20,0.2917,27.8605,-8.4134
0.41,3.32,0.2078,27.9579,6.2941
0.27,0.76,0.6842,27.9052,-21.2455
0.39,0.50,0.6000,27.9985,7.2796
0.25,1.41,0.1418,28.1893,36.6189
0.25,1.60,0.2250,28.2266,36.0550
0.25,1.80,0.4000,28.2088,-3.4459
0.82,6.30,0.1143,28.2477,12.7082
0.25,3.48,0.1351,28.4004,43.9646
0.48,0.64,0.6875,28.3070,4.1975
0.25,0.54,0.4630,28.1838,-48.8959
0.25,0.86,0.2907,28.4328,29.9370
0.25,0.72,0.3472,28.5616,32.1186
0.25,0.74,0.4054,28.4978,-0.7507
0.25,1.37,0.2336,28.4421,-23.7573
0.27,0.40,0.6250,28.6819,39.3806
0.25,0.67,0.3731,29.0715,73.2809
0.71,0.39,1.1538,28.7168,28.5405
0.25,0.40,0.6500,28.7443,35.4224
0.49,1.44,0.2292,28.7264,0.8113
0.25,1.38,0.1812,28.9016,47.5610
0.42,0.45,0.5556,28.9585,52.2770
0.25,0.64,0.8281,28.8129,10.0111
0.95,0.51,0.4902,28.8951,37.3923
0.65,0.40,1.6500,28.9974,37.1296
0.39,0.96,0.3125,28.8493,-25.9315
0.25,1.80,0.3444,28.8821,-19.7480
0.25,0.81,0.3580,28.9734,14.9404
0.25,0.92,0.2935,28.3249,-78.2390
0.25,0.54,0.4630,28.2752,-79.2484
0.25,2.42,0.0826,28.9209,-29.9206
0.29,0.55,0.4545,29.1216,36.8057
0.45,1.04,0.2788,29.0646,4.6455
0.25,0.40,0.7250,29.0920,-4.4687
0.25,1.38,0.2174,29.0931,-9.0621
0.25,0.52,0.4808,29.2301,40.3393
0.52,0.66,0.6818,29.1755,15.0147
0.25,0.40,0.6250,29.3200,28.6016
0.34,3.19,0.1599,29.2430,-5.4024
0.25,0.97,0.2887,29.2718,-0.4689
0.25,0.67,1.0149,29.1847,-43.9746
0.25,3.65,0.0932,29.4240,35.9167
0.25,0.67,0.3731,29.4834,44.9277
0.25,0.80,0.3125,29.4573,36.3427
0.40,0.63,0.4603,29.3936,3.4775
0.25,0.94,0.2660,29.4577,27.8668
0.25,1.19,0.2101,29.2902,-36.8579
0.29,5.03,0.1074,29.5268,3.0855
0.25,6.77,0.1034,29.6273,25.3603
0.25,3.29,0.1155,29.2286,-68.3780
0.25,1.02,0.2549,29.6489,9.2841
0.25,0.70,0.3571,29.7285,36.6748
0.40,1.83,0.1366,29.4206,-57.7886
0.25,0.48,0.7292,29.7011,24.8954
0.25,0.63,0.4762,29.6423,-7.7125
0.26,0.43,0.5814,29.5539,-39.5485
0.25,1.25,0.2400,29.6358,-26.2931
0.41,0.51,1.1765,29.7135,-9.5847
0.25,0.57,0.4386,29.6966,-30.6766
0.29,4.95,0.1071,29.8317,19.0068
0.42,0.76,0.4211,29.7952,0.1085
0.25,1.95,0.1333,29.9058,30.9127
0.45,0.37,0.6757,29.6409,-56.2374
0.25,0.66,0.3788,29.8030,-21.6335
0.25,1.66,0.1807,29.9251,-5.9643
0.43,0.74,0.3919,29.9666,7.4111
0.40,0.88,0.2841,29.9372,-7.8396
0.25,2.34,0.2692,29.9605,0.3942
0.25,0.80,0.6500,29.9657,-7.0867
0.25,0.59,0.5593,30.0700,24.2562
0.25,1.68,0.1488,30.0781,24.4737
0.25,0.51,0.5490,30.0955,24.5803
0.42,5.04,0.1290,30.2874,50.5060
0.25,1.30,0.1923,30.2322,38.2117
0.63,1.29,0.1938,30.3374,55.2526
0.25,1.01,0.2475,29.8439,-67.7942
0.25,2.22,0.1396,30.2791,31.8832
1.05,0.40,0.6500,30.2934,31.7793
0.25,0.57,0.4912,30.2452,8.3119
0.25,0.51,0.4902,30.3304,33.3275
0.25,0.56,0.4464,30.4590,44.8917
0.25,2.06,0.1214,30.3909,26.4849
0.25,1.27,0.1969,29.6927,-78.3976
0.25,1.32,0.1894,30.4458,26.5472
0.25,2.12,0.2075,30.3124,-31.7267
0.42,1.10,0.2727,30.4683,23.5513
0.33,0.40,0.7250,30.5335,34.6465
0.25,0.88,0.2841,30.3841,-24.9230
0.25,1.62,0.1543,30.6098,32.0727
1.00,0.56,0.5893,30.5509,-0.1250
0.40,0.71,0.5070,197.6539,-21.7528
0.25,2.10,0.2048,197.6149,18.4373
0.25,2.68,0.1903,197.7572,-46.2288
0.25,1.24,0.2016,197.7561,-44.5921
0.69,0.44,0.6136,197.7119,-20.9582
0.48,1.62,0.1543,197.6752,20.5354
0.26,2.20,0.1636,197.7551,29.5784
0.25,0.64,0.3906,197.7918,43.7271
0.25,2.88,0.1042,197.8125,46.7010
0.25,0.51,0.6471,197.9108,0.6616
0.25,2.38,0.1303,197.9024,22.9149
0.25,2.28,0.1184,197.8807,36.2811
0.25,0.54,0.5370,198.0513,-43.3156
1.23,0.40,1.2750,198.0054,-16.1931
0.25,1.29,0.1938,198.0250,24.0954
0.33,11.39,0.0817,198.1087,-15.7979
0.43,0.43,0.9070,198.0940,-4.3351
0.25,0.93,0.3656,198.0512,23.6229
0.25,1.23,0.2033,197.9510,62.6510
0.32,1.04,0.5096,198.0280,46.1933
0.56,6.92,0.1026,198.1449,-17.5409
0.25,1.36,0.1838,198.1041,28.5380
0.25,0.83,0.4699,198.1776,4.7272
0.33,5.17,0.0986,198.1730,12.5962
0.25,0.41,0.6098,198.1815,22.8334
0.25,1.01,0.2970,198.2525,-19.5177
0.25,0.33,0.7576,198.0225,67.5056
0.25,0.40,1.1000,198.1786,31.8101
0.25,0.69,0.4638,198.2679,-19.9763
0.25,1.59,0.2327,198.3224,-43.5841
0.29,0.83,0.3012,198.2534,43.2028
0.25,0.65,0.8000,198.3388,6.0555
0.25,0.49,0.7959,198.3802,-19.5497
0.25,0.40,0.7750,198.3901,-15.4289
0.24,2.42,0.1570,198.4877,-49.4783
0.25,0.53,0.4717,198.1439,71.1983
0.47,0.41,1.0488,198.3986,15.9893
0.77,13.31,0.0789,198.3671,36.5921
0.25,0.87,0.3563,198.4392,24.9819
0.26,0.51,1.0784,198.5630,-42.9631
0.38,0.59,1.0000,198.4597,17.0755
0.25,1.58,0.1582,198.5962,-46.1150
0.25,1.53,0.1634,198.6651,-42.6774
0.25,0.67,0.3731,198.5245,38.2834
1.33,0.30,0.8333,198.4799,62.6098
0.25,0.89,0.3933,198.6555,-3.3065
0.25,0.71,0.3944,198.7450,-16.5906
0.76,0.40,0.6250,266.0736,67.6069
0.25,0.59,0.4237,266.5737,35.5731
0.28,1.77,0.1412,266.6199,30.7036
