galname;fnu_12;fnu_25;fnu_60;fnu_100;rat_12_25;rat_25_60;rat_60_100;ra;dec
00570-3627;44;26;51;106;16923;5098;4811;148517;-361955
00570-1242;25;50;50;127;5000;10000;3937;148950;-124394
00574-0511;64;40;51;154;16000;7843;3312;150048;-49265
00575+4743;26;17;170;513;15294;1000;3314;151153;479944
00576-1853;38;29;65;114;13103;4462;5702;150404;-186274
00578+3024;36;35;220;675;10286;1591;3259;151539;306694
00580+4724;25;68;222;752;3676;3063;2952;152287;476801
00580-0708;25;67;213;426;3731;3146;5000;151448;-68670
00581-6824;25;26;91;223;9615;2857;4081;149921;-681315
00582-0927;25;97;79;171;2577;12278;4620;151935;-91859
00596-0430;25;37;140;390;6757;2643;3590;155397;-42436
00596+2620;26;25;56;124;10400;4464;4516;155942;266174
00596+3026;25;27;61;100;9259;4426;6100;156035;307149
00597+3400;25;32;139;298;7812;2302;4664;156263;342755
00598-1956;25;29;72;101;8621;4028;7129;155726;-196697
01001+3724;40;27;55;154;14815;4909;3571;157353;376756
01001-1307;25;32;107;125;7812;2991;8560;156674;-128501
01002-0144;27;30;53;134;9000;5660;3955;156982;-14749
01005+2204;31;59;395;619;5254;1494;6381;158177;223422
01005-0715;26;34;156;350;7647;2179;4457;157793;-69889
01006-0352;25;28;61;133;8929;4590;4586;157937;-36089
01006+1345;25;38;131;261;6579;2901;5019;158295;140333
01007+3202;101;25;61;112;40400;4098;5446;158747;323135
01008-1107;25;46;122;225;5435;3770;5422;158487;-108570
01009-6552;25;25;74;460;10000;3378;1609;157066;-656110
01013-2801;29;25;58;80;11600;4310;7250;159393;-277535
01019-5124;25;25;39;174;10000;6410;2241;160218;-511331
01019-3523;25;31;164;363;8065;1890;4518;160788;-351206
01020-5117;26;52;40;102;5000;13000;3922;160690;-510240
01021-8547;25;25;44;126;10000;5682;3492;151939;-855259
01021-3355;25;25;58;157;10000;4310;3694;161215;-336549
01025-6423;25;80;281;293;3125;2847;9590;161118;-641202
01025+0153;155;29;103;274;53448;2816;3759;162730;21607
01025-2741;25;27;67;286;9259;4030;2343;162303;-274292
01027+3142;25;32;72;134;7812;4444;5373;163884;319689
01030-4636;25;65;43;98;3846;15116;4388;163143;-463393
01031+7520;25;25;73;233;10000;3425;3133;167195;756011
01033-4720;27;25;54;140;10800;4630;3857;164034;-470705
01035+2517;76;71;40;95;10704;17750;4211;165714;255553
01038-3026;25;42;211;584;5952;1991;3613;165522;-301766
01039+1015;26;29;82;139;8966;3537;5899;166533;105241
01039-0628;39;35;47;152;11143;7447;3092;166316;-62058
01045+3215;41;25;48;174;16400;5208;2759;168274;325177
01045+1341;25;56;100;246;4464;5600;4065;167971;139511
01046+3343;136;38;40;100;35789;9500;4000;168546;339955
01047-3847;29;428;41;106;678;104390;3868;167530;-385271
01047+4831;29;25;44;129;11600;5682;3411;169279;487887
01049+0154;25;77;84;198;3247;9167;4242;168877;21824
01049-3701;25;30;128;211;8333;2344;6066;168308;-367580
01053-1746;74;355;2173;2967;2085;1634;7324;169407;-175099
01057-7008;25;25;149;402;10000;1678;3706;168509;-698784
01059-4621;25;25;43;145;10000;5814;2966;170443;-460956
01063-8034;26;25;154;619;10400;1623;2488;167585;-803085
01064+0106;25;36;78;121;6944;4615;6446;172583;13799
01065-4644;25;25;100;234;10000;2500;4274;171904;-464738
01066+3527;25;28;227;478;8929;1233;4749;173627;357187
01066+1403;26;48;55;144;5417;8727;3819;173338;143329
01066-4534;38;28;91;255;13571;3077;3569;172324;-453025
01074+0008;25;67;156;187;3731;4295;8342;175027;4101
01076+4301;25;25;62;145;10000;4032;4276;176210;432872
01077-1707;35;87;742;1031;4023;1173;7197;175409;-168510
01077-3545;25;59;40;120;4237;14750;3333;175212;-354871
01081+2411;25;57;62;130;4386;9194;4769;177166;244554
01082-3029;25;25;157;419;10000;1592;3747;176474;-302214
01082-1217;47;44;40;102;10682;11000;3922;176844;-120304
01086+2739;25;30;223;379;8333;1345;5884;178431;279302
01087+2256;25;28;51;132;8929;5490;3864;178760;232126
01089+0103;25;26;138;277;9615;1884;4982;178774;13210
01089+3500;37;25;60;152;14800;4167;3947;179365;352770
01090-2929;26;28;139;399;9286;2014;3484;178467;-292320
01091-4611;26;25;60;222;10400;4167;2703;178298;-459300
01091-3820;109;176;184;204;6193;9565;9020;178649;-380842
02379+1637;25;42;69;129;5952;6087;5349;401692;168310
02379-0838;25;26;119;656;9615;2185;1814;400997;-84333
02382-3338;82;25;54;147;32800;4630;3673;400965;-334353
02383-2113;37;25;44;132;14800;5682;3333;401625;-210030
02383-1521;25;25;43;129;10000;5814;3333;401907;-151414
23004+1619;36;25;130;162;14400;1923;8025;3457412;166017
23007+2329;36;45;372;533;8000;1210;6979;3457889;237592
23019-3419;25;25;40;125;10000;6250;3200;3461666;-340533
23021+2703;25;25;62;196;10000;4032;3163;3461407;273238
23031-3052;32;38;306;452;8421;1242;6770;3464554;-306113
23032+0316;25;39;189;401;6410;2063;4713;3464501;35447
23050+4319;29;29;48;100;10000;6042;4800;3468439;436004
23050+2243;25;25;104;320;10000;2404;3250;3468885;229997
23064-8114;25;25;86;230;10000;2907;3739;3476382;-809624
23065+1754;116;38;291;912;30526;1306;3191;3472602;181754
23085-6821;25;25;164;409;10000;1524;4010;3479331;-680944
23086+2922;25;25;62;210;10000;4032;2952;3477682;296409
23106+2358;84;67;40;144;12537;16750;2778;3482685;242420
23106+0603;25;49;445;745;5102;1101;5973;3483082;63242
23121+2803;38;25;59;149;15200;4237;3960;3486468;283293
23121-3807;25;25;60;143;10000;4167;4196;3487237;-378528
23134-4251;298;1196;7293;10089;2492;1640;7229;3490449;-425844
23135+2516;31;172;963;1205;1802;1786;7992;3489948;255530
23148-0500;41;60;45;175;6833;13333;2571;3493490;-47275
23148+0523;25;30;134;381;8333;2239;3517;3493410;56575
23157-0441;36;110;807;1071;3273;1363;7535;3495927;-44156
23161-6656;25;25;86;275;10000;2907;3127;3497917;-666751
23168+0537;25;69;149;145;3623;4631;10276;3498523;59063
23168+1844;44;25;47;126;17600;5319;3730;3498413;190215
23175+3238;44;25;75;205;17600;3333;3659;3500041;329222
23175-0207;30;88;44;148;3409;20000;2973;3500412;-18583
23185+2608;39;29;65;136;13448;4462;4779;3502638;264205
23187+3307;25;47;77;161;5319;6104;4783;3502906;333994
23201+4520;25;25;129;202;10000;1938;6386;3506257;456086
23201+0356;47;31;56;138;15161;5536;4058;3506778;42214
23213+0923;25;51;480;720;4902;1063;6667;3509777;96691
23214-6838;72;25;87;128;28800;2874;6797;3511131;-683610
23225-5803;25;25;147;392;10000;1701;3750;3513382;-577891
23225+0759;78;25;54;160;31200;4630;3375;3512653;82674
23239-1247;25;41;79;129;6098;5190;6124;3516356;-125159
23240+0033;25;28;54;118;8929;5185;4576;3516439;8397
23249+1206;25;28;54;115;8929;5185;4696;3518739;123840
23250+2946;38;25;63;236;15200;3968;2669;3518914;300543
02277+2656;26;33;70;111;7879;4714;6306;376655;271592
02281+4010;25;25;101;288;10000;2475;3507;378123;403930
02281+2728;25;27;93;196;9259;2903;4745;377740;277025
02281-0309;38;48;532;1533;7917;902;3470;376808;-29379
02288+2241;25;37;299;513;6757;1237;5828;379157;229162
02290-3615;25;25;30;174;10000;8333;1724;377722;-360324
02290+0235;30;32;71;116;9375;4507;6121;379170;28075
02290-0021;40;53;54;100;7547;9815;5400;379116;-1366
02291-0109;44;27;54;138;16296;5000;3913;379363;-9459
02294+0041;30;27;63;136;11111;4286;4632;379947;9092
02294+4925;75;74;41;156;10135;18049;2628;382123;496483
02296-0135;26;36;40;115;7222;9000;3478;380521;-13698
02297-3653;25;42;142;240;5952;2958;5917;379613;-366711
02300+2025;26;25;72;145;10400;3472;4966;382109;206412
02300+2452;25;27;47;109;9259;5745;4312;382340;250997
02300+0023;25;51;45;129;4902;11333;3488;381638;6171
02300+1902;28;30;46;117;9333;6522;3932;382233;192592
02303-2954;25;44;268;498;5682;1642;5382;381415;-296952
02304+0012;25;87;276;272;2874;3152;10147;382541;4207
02304+2210;25;35;98;348;7143;3571;2816;383271;223930
02305-1111;25;25;45;170;10000;5556;2647;382463;-109760
02305+3952;25;25;44;156;10000;5682;2821;384337;400978
02307+2115;25;28;51;132;8929;5490;3864;383873;214829
02307+4407;25;25;123;340;10000;2033;3618;384916;443441
02307-5243;29;25;86;145;11600;2907;5931;381027;-524988
02308+4017;35;25;40;101;14000;6250;3960;385094;405082
02311+1059;25;33;111;220;7576;2973;5045;384543;112029
02311+2045;36;51;303;894;7059;1683;3389;384999;209764
02312+2905;158;261;3019;6475;6054;865;4663;385560;293118
02313+3217;25;31;168;370;8065;1845;4541;385849;325057
02314+3243;25;25;45;239;10000;5556;1883;386031;329512
02315-4344;25;45;196;332;5556;2296;5904;383560;-435184
02315-3915;81;308;2310;4947;2630;1333;4669;383935;-390443
02316+3416;25;26;60;111;9615;4333;5405;386812;344965
02319-0442;42;30;76;141;14000;3947;5390;386030;-44918
02319+4108;29;25;71;127;11600;3521;5591;387688;413590
02319-1103;25;32;185;519;7812;1730;3565;386023;-108437
02321-1947;27;27;146;247;10000;1849;5911;386122;-195796
02321-0900;27;55;144;200;4909;3819;7200;386574;-87869
02322+4039;25;25;143;509;10000;1748;2809;388511;408694
02323-0754;25;25;102;310;10000;2451;3290;387024;-76826
02325+3725;25;25;128;326;10000;1953;3926;389071;376394
02330-0934;25;38;238;798;6579;1597;2982;388655;-93542
02330-0722;32;26;66;275;12308;3939;2400;388864;-71529
02333+3842;367;111;40;100;33063;27750;4000;391124;389324
02333+3845;25;25;72;507;10000;3472;1420;391160;389705
02333+2341;38;31;69;160;12258;4493;4313;390561;239084
12389+7202;32;25;44;103;12800;5682;4272;1902374;717715
12391+4125;25;25;327;1165;10000;765;2807;1903804;411471
12393+3520;25;25;105;317;10000;2381;3312;1904345;350624
12394-4033;25;25;40;160;10000;6250;2500;1905448;-408310
12395+4132;35;33;122;381;10606;2705;3202;1904740;412699
12396+3249;181;299;5153;12006;6054;580;4292;1905294;325436
12397-4717;25;25;63;171;10000;3968;3684;1906277;-475598
12398-0641;34;66;331;538;5152;1994;6152;1905970;-69684
12398-0646;27;57;90;183;4737;6333;4918;1906071;-70450
12399+0414;27;29;242;556;9310;1198;4353;1906288;39597
12402+2012;25;31;58;163;8065;5345;3558;1906840;199409
12402+1037;25;32;144;217;7812;2222;6636;1907018;103581
12402-4238;28;25;79;221;11200;3165;3575;1907614;-429111
12403-4105;25;25;101;215;10000;2475;4698;1907719;-413583
12403+1331;25;31;142;454;8065;2183;3128;1907158;132573
12406+2759;25;39;42;104;6410;9286;4038;1907802;277113
12407-0022;69;33;76;216;20909;4342;3519;1908228;-6435
12407+0215;25;36;50;190;6944;7200;2632;1908209;19821
12410+1151;41;56;502;1577;7321;1116;3183;1908838;115819
12411-4518;25;25;62;262;10000;4032;2366;1909816;-455884
12412+1639;37;41;524;1556;9024;782;3368;1909292;163928
12412+1102;25;30;121;291;8333;2479;4158;1909379;107703
12412-0017;25;46;69;261;5435;6667;2644;1909652;-5628
12414+1324;86;131;1316;3526;6565;995;3732;1909839;131287
12415-3352;25;25;142;301;10000;1761;4718;1910510;-341530
12415+5510;42;30;182;253;14000;1648;7194;1909449;548998
12417+3228;26;34;157;136;7647;2166;11544;1910474;322029
12418-0948;37;34;40;125;10882;8500;3200;1911165;-100821
22306-6457;25;14;58;157;17857;2414;3694;3385143;-647005
22306+3857;25;60;70;171;4167;8571;4094;3382145;392135
22309-4111;25;25;86;263;10000;2907;3270;3384687;-409330
22309-8119;25;31;297;642;8065;1044;4626;3390435;-810647
22317-1036;44;38;259;703;11579;1467;3684;3385944;-103530
22318-2244;25;43;58;131;5814;7414;4427;3386527;-224902
22318+2320;25;25;84;150;10000;2976;5600;3385705;236036
22320-1915;25;32;51;123;7812;6275;4146;3386839;-189995
22321+4332;25;25;113;341;10000;2212;3314;3385905;438056
22323-6148;25;25;94;186;10000;2660;5054;3389220;-615453
22326-3522;25;28;67;166;8929;4179;4036;3388728;-351148
22326+4954;25;25;85;147;10000;2941;5782;3386869;501644
22327-3737;26;25;47;114;10400;5319;4123;3389088;-373675
22329-1528;25;56;224;366;4464;2500;6120;3389032;-152092
22330-2618;27;65;339;1489;4154;1917;2277;3389440;-260494
22330-4136;38;25;45;114;15200;5556;3947;3389900;-413426
22338-2631;25;56;97;245;4464;5773;3959;3391511;-262604
22340-1248;52;32;45;108;16250;7111;4167;3391821;-125489
22340+2121;335;25;75;237;134000;3333;3165;3391219;216232
22341+2530;25;25;40;149;10000;6250;2685;3391383;257621
22344+1853;37;25;71;248;14800;3521;2863;3392208;191445
22347+3409;46;25;1928;8219;18400;130;2346;3392647;344121
22349+1016;28;25;116;387;11200;2155;2997;3393670;105305
22351+3515;25;28;90;161;8929;3111;5590;3393647;355250
22363+3348;25;28;158;311;8929;1772;5080;3396581;340722
22364+3720;25;25;181;478;10000;1381;3787;3396861;375972
22368+1847;38;25;41;111;15200;6098;3694;3398081;190563
22369-6644;25;25;50;243;10000;5000;2058;3401088;-664783
22370+0821;135;25;61;133;54000;4098;4586;3398829;86139
22374+1045;25;25;151;388;10000;1656;3892;3399867;110266
22375+3757;25;25;62;253;10000;4032;2451;3399533;382118
22376+3522;25;25;51;118;10000;4902;4322;3399764;356291
22380+1545;25;25;66;174;10000;3788;3793;3401276;160138
22381+1138;25;25;50;108;10000;5000;4630;3401503;119074
22381-2727;42;28;57;154;15000;4912;3701;3402302;-271938
22382+2521;25;25;45;106;10000;5556;4245;3401692;256269
22385-5751;25;25;70;167;10000;3571;4192;3404267;-576021
22387+3154;32;68;390;580;4706;1744;6724;3402794;321685
22388+2308;25;29;112;210;8621;2589;5333;3403123;234072
22388-4501;72;62;45;124;11613;13778;3629;3404548;-447690
22395+3550;25;25;38;162;10000;6579;2346;3404476;361102
22395+2000;25;78;249;266;3205;3133;9361;3404865;202630
22395-3019;25;28;67;251;8929;4179;2669;3405800;-300552
22395+3727;25;25;126;333;10000;1984;3784;3404547;377188
22396-7602;26;25;43;137;10400;5814;3139;3409371;-757737
22397-3726;25;32;255;424;7812;1255;6014;3406403;-371848
22397+7454;33;23;233;624;14348;987;3734;3402239;751658
22398+3257;133;36;47;151;36944;7660;3113;3405415;332178
22401-2126;92;29;72;100;31724;4028;7200;3407118;-211791
22402+2914;25;42;203;360;5952;2069;5639;3406618;295061
22403+2927;25;57;100;104;4386;5700;9615;3406634;297244
22404-4535;75;47;49;115;15957;9592;4261;3408569;-453336
22409+3344;25;25;42;139;10000;5952;3022;3408247;339988
22411+0551;41;47;65;123;8723;7231;5285;3409148;61212
22416+3806;25;25;83;272;10000;3012;3051;3409702;383791
22418-4932;25;68;35;160;3676;19429;2188;3412016;-492764
22424+3311;32;25;119;423;12800;2101;2813;3411925;334625
22425-2259;25;27;58;151;9259;4655;3841;3413111;-227307
22425-2608;25;25;91;199;10000;2747;4573;3413300;-258795
22426+0609;25;31;108;272;8065;2870;3971;3412865;64296
22426-3936;25;38;359;1031;6579;1058;3482;3413836;-393414
22430+3347;25;25;54;149;10000;4630;3624;3413303;340630
22431-2818;25;35;76;151;7143;4605;5033;3414752;-280496
22432+1051;36;25;89;267;14400;2809;3333;3414357;111295
22443-8923;25;25;74;176;10000;3378;4205;3475429;-891235
22446-6910;25;30;72;188;8333;4167;3830;3420284;-689049
22447-6139;25;25;39;123;10000;6410;3171;3419969;-613941
22449+0512;25;25;76;155;10000;3289;4903;3418787;54735
22451-6659;25;52;147;229;4808;3537;6419;3421325;-667233
22451-2234;45;37;56;175;12162;6607;3200;3419690;-223049
22452+3958;46;25;83;265;18400;3012;3132;3418876;402383
07156-2758;25;18;189;452;13889;952;4181;1094194;-280609
07160-6215;69;219;2021;3817;3151;1084;5295;1091556;-623430
07163-7028;25;25;36;118;10000;6944;3051;1089826;-705605
07164+5046;25;27;78;183;9259;3462;4262;1100721;506783
07164+6346;25;25;79;293;10000;3165;2696;1102876;636764
07168-4245;25;36;162;240;6944;2222;6750;1096135;-428584
07168+7141;25;39;80;314;6410;4875;2548;1106526;715978
07171+1802;42;31;60;149;13548;5167;4027;1100020;179462
07173-2729;25;25;72;286;10000;3472;2517;1098397;-275797
07176-4411;34;25;57;103;13600;4386;5534;1098068;-442909
07176+2637;25;31;77;171;8065;4026;4503;1101933;265332
07178+2327;29;43;52;107;6744;8269;4860;1102094;233686
07178+2926;58;36;49;124;16111;7347;3952;1102485;293405
07181-0128;25;25;75;173;10000;3333;4335;1101619;-15762
07182-6250;25;25;39;154;10000;6410;2532;1096857;-629363
07183-6542;25;13;140;236;19231;929;5932;1096372;-657981
07183-2741;70;158;628;2084;4430;2516;3013;1100878;-277842
07185+4922;25;32;63;150;7812;5079;4200;1105886;492857
07187+4033;27;33;44;116;8182;7500;3793;1105473;404704
07192+1859;25;30;62;188;8333;4839;3298;1105465;188931
07193-3418;25;25;68;197;10000;3676;3452;1102910;-343955
07193+2211;31;61;40;126;5082;15250;3175;1105815;220919
07194+1723;25;25;112;320;10000;2232;3500;1105809;172874
07194-6258A;25;25;60;154;10000;4167;3896;1099955;-630641
07196-0549;25;37;150;197;6757;2467;7614;1105295;-59276
07200+3235;25;33;73;203;7576;4521;3596;1108162;324965
07201+2218;25;31;66;198;8065;4697;3333;1107807;222077
07202-2908;39;122;1001;1751;3197;1219;5717;1105447;-292368
07203+5803;27;51;348;885;5294;1466;3932;1111515;579670
07204+3332;29;136;710;893;2132;1915;7951;1109364;334421
07206+2157;43;52;56;107;8269;9286;5234;1108979;218566
07206-3814;25;25;81;350;10000;3086;2314;1105895;-383416
07207+4921;25;25;118;220;10000;2119;5364;1111430;492584
07208+0242;25;32;206;450;7812;1553;4578;1108769;26153
07211-4728;27;25;61;643;10800;4098;949;1106482;-475671
07212+4935;29;31;218;487;9355;1422;4476;1112499;494924
07212-6901;37;25;35;1021;14800;7143;343;1102785;-691157
07214-6854;54;89;810;1977;6067;1099;4097;1103353;-690015
07214+0623;66;25;54;139;26400;4630;3885;1110441;62918
09141+2538;25;35;114;162;7143;3070;7037;1392763;254277
09143+2021;25;36;78;123;6944;4615;6341;1392960;201554
09145-2636;27;30;260;702;9000;1154;3704;1391985;-268160
09146-0432;25;26;45;202;9615;5778;2228;1392953;-47537
09148+6924;63;64;66;205;9844;9697;3220;1398421;691988
09149-0024;25;25;83;188;10000;3012;4415;1393690;-6205
09149+4552;25;29;54;121;8621;5370;4463;1395750;456561
09152-0004;25;25;79;160;10000;3165;4938;1394617;-2781
09153+1341;26;39;51;147;6667;7647;3469;1395287;134735
09154+5134;25;39;76;186;6410;5132;4086;1397415;513692
09157-7221;70;56;41;132;12500;13659;3106;1389921;-725723
09158-2426;25;16;196;359;15625;816;5460;1395151;-246475
09159+1641;25;32;68;140;7812;4706;4857;1396738;164836
09160+2628;25;33;112;183;7576;2946;6120;1397554;262703
09161-3216;25;25;85;206;10000;2941;4126;1395563;-324833
09161-5923;268;116;50;210;23103;23200;2381;1393759;-596056
09162+6418;25;25;88;524;10000;2841;1679;1400667;640993
09162+4828;26;25;62;96;10400;4032;6458;1399024;482681
09164+3431;25;27;61;134;9259;4426;4552;1398686;343056
09164+4817;36;25;40;100;14400;6250;4000;1399488;480769
09164-3904;26;27;170;450;9630;1588;3778;1396111;-392863
09166-3747;25;25;60;377;10000;4167;1592;1396675;-380084
09168+3724;25;25;128;320;10000;1953;4000;1399893;371903
09168+3308;25;44;243;411;5682;1811;5912;1399788;329330
09169+8915;25;26;195;464;9615;1333;4203;1506013;890304
09170+7145;118;25;59;123;47200;4237;4797;1404449;715408
09175-2400;40;25;46;102;16000;5435;4510;1399545;-242281
09176+3317;26;25;56;107;10400;4464;5234;1401615;330736
09176+4948;25;25;56;134;10000;4464;4179;1402594;496023
09177+6428;25;24;335;985;10417;716;3401;1404439;642575
09178+3534;25;26;62;206;9615;4194;3010;1402202;353678
09178-1618;25;25;118;500;10000;2119;2360;1400418;-165267
09178-0048;30;35;36;100;8571;9722;3600;1401023;-10159
09178-0740;25;25;101;315;10000;2475;3206;1400898;-78804
09182-0750;25;48;62;111;5208;7742;5586;1401897;-80576
09185+5111;25;25;243;1400;10000;1029;1736;1405110;509751
09186+1659;116;41;60;113;28293;6833;5310;1403457;167743
09186+4021;34;25;56;139;13600;4464;4029;1404536;401480
09189-3258;25;25;111;375;10000;2252;2960;1402502;-331913
09190-3140;25;25;40;151;10000;6250;2649;1402851;-318933
09190-1141;28;25;53;236;11200;4717;2246;1403641;-119090
09190+4727;46;31;60;197;14839;5167;3046;1406041;472420
09194+1737;44;44;67;185;10000;6567;3622;1405681;174169
09197+6846;25;25;58;105;10000;4310;5524;1410266;685575
09197-3306;25;25;88;358;10000;2841;2458;1404651;-333236
09198+4446;25;28;66;176;8929;4242;3750;1407673;445540
09201-3009;25;25;51;228;10000;4902;2237;1405818;-303706
09206+4925;46;25;199;294;18400;1256;6769;1410029;492055
09206+7406;32;25;62;147;12800;4032;4218;1414207;739004
09208-3214;25;25;37;390;10000;6757;949;1407501;-324487
09210+0220;25;51;83;223;4902;6145;3722;1409029;21344
09211-6050;26;25;197;746;10400;1269;2641;1406039;-610486
09211-1012;25;25;94;281;10000;2660;3345;1408938;-104307
09211-3335;25;26;68;207;9615;3824;3285;1408155;-338056
09212+4934;25;28;59;221;8929;4746;2670;1411591;493578
00009-1101;32;29;54;138;11034;5370;3913;8789;-107496
00014+2028;47;58;514;1563;8103;1128;3289;9940;207522
00015-1215;25;34;48;149;7353;7083;3221;10391;-119827
00018+3111;25;25;97;265;10000;2577;3660;11013;314719
00018+4712;40;25;42;132;16000;5952;3182;11044;474855
00021+2633;26;25;51;135;10400;4902;3778;11878;268317
00022-0150;46;32;94;141;14375;3404;6667;11972;-15711
00022-6220;25;45;350;761;5556;1286;4599;11905;-620624
00024-2759;28;25;124;259;11200;2016;4788;12499;-277188
00030-3505;41;25;64;178;16400;3906;3596;13995;-348144
00032-7559;25;13;167;320;19231;778;5219;14257;-757066
00033+2215;25;38;123;251;6579;3089;4900;14709;225372
00036-2307;69;35;73;208;19714;4795;3510;15573;-228480
00037+1955;32;47;45;100;6809;10444;4500;15825;202039
00037+1709;25;25;132;262;10000;1894;5038;15893;174341
00038-1341;28;36;206;368;7778;1748;5598;16125;-134164
00041+2552;25;25;54;164;10000;4630;3293;16697;261547
00046+2804;25;25;118;235;10000;2119;5021;18137;283510
00047+2725;25;25;221;646;10000;1131;3421;18195;277088
00047+0801;76;40;124;191;19000;3226;6492;18171;83008
00047+3219;25;29;101;334;8621;2871;3024;18291;326083
00051-7228;73;25;91;242;29200;2747;3760;19029;-721949
00053+3926;25;25;50;180;10000;5000;2778;19744;397149
00054+3247;25;25;131;305;10000;1908;4295;20131;330735
00055+0926;25;27;58;170;9259;4655;3412;20287;97191
00060-3408;49;31;66;297;15806;4697;2222;21484;-338556
00060-0100;42;28;66;177;15000;4242;3729;21572;-7370
00061+3710;25;25;37;134;10000;6757;2761;21801;374482
