ra_sdss,dec_sdss,ra_iras,dec_iras,specobjid,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6548_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,class,subclass,galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,Ejey_OHb,Ejex_NH,Ejex_SH,Ejex_OH,Log_12_25,EtiqRef
199.76293,39.589339,199.76106,39.590652,2226014125291497472,0.02373107,267.8951,34.83662,19.54775,82.12811,247.7173,58.11303,46.36499,15.86795,b'GALAXY',b'STARFORMING',13167+3951,0.25,0.25,1.02,1.96,1.0,0.24509804,0.52040815,-0.5778089420586748,0.208028604179538,-0.9416187716232806,-2.8262941343250185,0.0,
162.79147,31.612441,162.78966,31.61156,2230562254938466304,0.04524068,570.5558,109.3762,26.96521,67.33598,203.1009,78.84185,55.77108,16.10475,b'GALAXY',b'STARFORMING',10483+3152,0.25,0.4,0.57,1.34,0.625,0.7017544,0.42537314,-1.4002457994141302,-0.7465722480576643,-1.4442074984546125,-3.5674967139254603,-0.47000363,
191.17747,40.678998,191.18027,40.677505,2235031769168504832,0.01679738,598.0581,88.01666,71.75334,138.4946,417.7317,134.9055,99.05598,45.56597,b'GALAXY',b'STARFORMING',12423+4057,0.69,0.31,1.91,4.45,2.2258065,0.16230367,0.4292135,-0.20429171066266263,-0.07251268059062893,-0.9385314199993264,-2.5745267404308096,0.8001193,
191.75809,40.596422,191.75844,40.598606,2235043863796410368,0.03334048,1398.665,338.6504,112.5045,209.2933,631.2769,227.2604,168.2611,42.51959,b'GALAXY',b'STARBURST',12446+4052,0.62,0.3,0.76,1.44,2.0666666,0.39473686,0.5277778,-1.1019750859762092,-0.509193018162118,-1.263068341938502,-3.4933085783302187,0.72593695,
186.14909,39.381573,186.15103,39.38172,2236096372040296448,0.003486631,4115.49,923.899,200.7372,386.7306,1166.469,583.9715,435.9552,51.89854,b'GALAXY',b'STARBURST',12221+3939,0.27,0.72,5.99,11.58,0.375,0.120200336,0.51727116,-1.526606168410471,-0.9744408422466871,-1.395027141620363,-4.373222523816367,-0.98082924,Infrarroja
186.15168,39.381999,186.15103,39.38172,2242883107411748864,0.003377764,7710.506,2152.774,868.834,823.5411,2483.99,1189.099,895.085,116.1062,b'GALAXY',b'STARBURST',12221+3939,0.27,0.72,5.99,11.58,0.375,0.120200336,0.51727116,-0.9073604391928345,-0.8463817946398968,-1.308206402734649,-4.195833803939615,-0.98082924,
185.41322,40.848931,185.41206,40.848602,2236140077627500544,0.02303206,2119.652,441.337,183.8433,425.8514,1284.466,391.1501,349.7834,87.03943,b'GALAXY',b'STARFORMING',12191+4107,0.63,0.25,0.8,2.05,2.52,0.3125,0.3902439,-0.8757249916204468,-0.2145729569407818,-1.051096325569275,-3.192645968875467,0.9242589,
192.53632,33.159152,192.5361,33.158257,2237199187068348416,0.02358686,3774.398,914.5603,212.0179,929.1638,2802.572,425.8551,368.969,85.84361,b'GALAXY',b'STARFORMING',12477+3325,0.25,0.28,1.46,2.62,0.89285713,0.19178082,0.55725193,-1.461772698258056,-0.011367412446850864,-1.5578753464561608,-3.783469026343548,-0.113328695,
192.17093,34.477606,192.17323,34.476223,2237289896777639936,0.01417761,8981.012,2546.273,3338.761,593.2414,1789.353,1183.333,871.7523,126.5033,b'GALAXY',b'STARBURST',12462+3444,0.37,0.3,0.7,1.18,1.2333333,0.42857143,0.59322035,0.2709690586732168,-1.326922592835203,-1.4747952152394648,-4.262599455040323,0.20972054,
166.34122,38.233815,166.34105,38.233543,2238322058352158720,0.02839232,3669.238,512.2378,285.5993,1024.884,3091.287,773.5381,602.2618,202.91,b'GALAXY',b'STARFORMING',11025+3830,0.25,0.25,1.64,2.25,1.0,0.15243903,0.72888887,-0.5841991908575066,0.11493935121761799,-0.9809487036559215,-2.8949767590833164,0.0,
203.73864,34.044082,203.7359,34.04438,2243930946959075328,0.02364822,1887.161,348.7645,63.77693,299.1601,902.3359,229.7423,201.1771,32.21114,b'GALAXY',b'STARFORMING',13326+3417,0.26,0.39,2.78,6.92,0.6666667,0.14028777,0.4017341,-1.6990053831201335,-0.4515061363445725,-1.4769077966884772,-4.070516506891711,-0.40546507,
202.40095,34.602016,202.40054,34.602142,2243980699860232192,0.03268318,1722.717,292.3016,88.36691,260.4356,785.5338,287.3297,241.4221,40.12687,b'GALAXY',b'STARBURST',13273+3451,0.25,0.25,0.71,1.22,1.0,0.35211268,0.58196723,-1.1962885676295414,-0.49895858473888727,-1.1811388400237244,-3.759611789908136,0.0,
159.34264,37.077712,159.34183,37.07767,2249627511182878720,0.02341004,162.3156,26.31236,17.06129,35.45311,106.9348,39.73527,25.70857,6.544145,b'GALAXY',b'STARFORMING',10345+3720,0.25,0.25,1.15,2.8,1.0,0.2173913,0.4107143,-0.4332266360837404,-0.1309874945127931,-0.9083502179214169,-3.210971831444244,0.0,
199.91021,30.256251,199.91171,30.256144,2254161897773361152,0.00730456,670.9279,206.3955,410.6288,32.54981,98.17774,108.6169,72.69588,18.86793,b'GALAXY',b'STARBURST',13173+3031,0.26,0.25,0.68,1.4,1.04,0.36764705,0.4857143,0.6878954123375958,-1.6355462931517573,-1.3084380734580192,-3.571198024203547,0.039220676,Infrarroja
183.28884,32.596367,183.2868,32.595917,2256445038131177472,0.02487803,1060.134,210.0793,734.2291,285.1956,860.2158,310.2288,254.3988,85.97816,b'GALAXY',b'AGN',12106+3252,0.43,0.45,1.03,1.35,0.95555556,0.4368932,0.76296294,1.2513360267691755,0.07736855855438761,-0.6299841954203595,-2.5120572836972497,-0.04546237,Seyfert
204.37045,38.970543,204.37083,38.970646,2257572307981592576,0.02021462,977.1741,114.7859,66.81384,188.3961,568.2462,182.2429,136.0325,56.34834,b'GALAXY',b'STARFORMING',13352+3913,0.25,0.25,1.16,2.56,1.0,0.21551724,0.453125,-0.5411584093311739,-0.2557742160886953,-1.121747789012625,-2.8531120534224956,0.0,
163.21474,37.739735,163.21193,37.739574,2259721303491635200,0.04158576,1297.474,200.0735,59.25511,298.0831,899.0875,216.584,196.156,47.97943,b'GALAXY',b'STARFORMING',10500+3800,0.25,0.36,0.73,1.3,0.6944444,0.49315068,0.56153846,-1.2168327780143349,-0.08045835792698318,-1.1453567215376463,-3.297402198912622,-0.36464316,
197.31703,29.367659,197.3175,29.365507,2262064094318192640,0.02094784,2710.495,691.5049,344.9153,282.982,853.5391,491.6546,375.9361,60.29996,b'GALAXY',b'STARBURST',13068+2937,0.25,0.25,0.61,1.27,1.0,0.40983605,0.48031497,-0.6955713574813915,-0.8691593451282243,-1.1391664943507693,-3.805555113637585,0.0,
197.75715,29.578351,197.7551,29.578362,2262068492364703744,0.02422684,2325.35,235.1822,56.46655,398.1305,1200.854,283.4588,234.7486,58.66421,b'GALAXY',b'STARFORMING',13086+2950,0.26,0.36,2.2,3.64,0.7222222,0.16363636,0.6043956,-1.4267121054564593,-0.37450182509771524,-1.5012502960994694,-3.679796013832953,-0.3254224,
195.35528,29.313739,195.35402,29.313978,2264320011294238720,0.02339724,6173.638,931.1957,2379.381,1466.616,4423.652,1243.829,1154.136,456.9836,b'GALAXY',b'AGN',12590+2934,0.32,1.31,6.61,7.08,0.24427481,0.19818456,0.9336158,0.9381261895352719,-0.04698679390672751,-0.9456678303814265,-2.603396066330287,-1.4094614,
186.04655,31.521957,186.04477,31.52249,2266472860413356032,0.00417932,151.5037,37.89134,28.46941,11.95436,36.0571,49.46677,33.03599,10.23222,b'GALAXY',b'STARFORMING',12216+3147,0.6,0.25,0.44,1.6,2.4,0.5681818,0.275,-0.285892412430425,-1.1491703146818,-0.6077782997669462,-2.6950684818752593,0.8754688,
208.13315,37.817416,208.13261,37.81616,2267601228215117824,0.01217158,1606.534,417.0643,99.99918,201.7738,608.5964,271.9402,195.2921,32.51954,b'GALAXY',b'STARFORMING',13503+3803,0.26,0.25,0.81,2.12,1.04,0.30864197,0.38207546,-1.4280784205999357,-0.6843431620592162,-1.2350077779548656,-3.8999932029150077,0.039220676,
208.30931,38.227147,208.30759,38.229336,2267605351383721984,0.01169617,2004.261,411.3946,119.3405,234.4581,707.1799,329.5184,230.9262,39.4784,b'GALAXY',b'STARBURST',13510+3828,0.25,0.25,0.95,2.25,1.0,0.2631579,0.42222223,-1.2375720994259585,-0.7554097812741095,-1.274300295939237,-3.927277006350275,0.0,
196.98058,34.919445,196.97919,34.919495,2269870351024416768,0.02372427,986.868,281.1211,107.7467,124.9314,376.8219,166.8719,120.2988,25.02394,b'GALAXY',b'STARFORMING',13055+3511,0.25,0.25,0.62,1.24,1.0,0.4032258,0.5,-0.9590024352861393,-0.6764277272524665,-1.2344594794167347,-3.6747033252260373,0.0,
197.88106,36.281823,197.8807,36.281067,2269976453896497152,0.003652072,5085.056,1246.748,713.5428,477.7434,1440.984,926.1205,647.0031,83.31732,b'GALAXY',b'STARBURST',13092+3632,0.25,0.27,2.28,4.21,0.9259259,0.118421055,0.5415677,-0.5580514191517141,-0.9746438884402027,-1.173242845263881,-4.111404870475676,-0.076961055,
197.8801,36.282126,197.8807,36.281067,2287908939058145280,0.003786627,4496.923,1035.339,560.5691,479.3526,1445.838,841.1516,610.5305,78.50989,b'GALAXY',b'STARFORMING',13092+3632,0.25,0.27,2.28,4.21,0.9259259,0.118421055,0.5415677,-0.6135316706063255,-0.8483684092905514,-1.1306704320779126,-4.047924059984206,-0.076961055,
190.43438,35.060486,190.43446,35.06239,2274474824669620224,0.02329924,868.1903,226.953,28.90359,90.76183,273.7586,98.15166,77.95617,8.575015,b'GALAXY',b'STARBURST',12393+3520,0.25,0.25,1.05,3.17,1.0,0.23809524,0.33123028,-2.060777138728934,-0.8678283310014696,-1.5953144523754132,-4.61755818794058,0.0,
191.73369,36.530953,191.73541,36.531353,2276704366016620544,0.04053141,1522.992,329.0432,60.68583,220.2323,664.2714,179.8813,151.4228,30.12287,b'GALAXY',b'STARFORMING',12445+3648,0.39,0.34,0.61,1.27,1.1470588,0.55737704,0.48031497,-1.690478821485986,-0.5434054033454059,-1.5253954153710545,-3.923147416173937,0.13720115,
206.19839,31.615709,206.1971,31.617146,2278866550196824064,0.02794646,1422.222,211.4308,64.47766,259.433,782.5099,257.9257,208.1458,44.19691,b'GALAXY',b'STARFORMING',13425+3152,0.25,0.28,0.94,1.83,0.89285713,0.29787233,0.5136612,-1.1875789509705545,-0.31113329397414674,-1.1156366604891481,-3.47132083918387,-0.113328695,
162.83642,32.766378,162.83481,32.7665,2281190096633882624,0.002114847,1757.131,469.2616,1015.055,60.47032,182.3924,297.465,203.6193,45.55357,b'GALAXY',b'STARFORMING',10485+3301,0.25,0.25,1.03,1.96,1.0,0.24271844,0.5255102,0.7715376817405079,-1.9789412988837565,-1.2546632939117401,-3.6525486482685374,0.0,
162.94378,32.90005,162.94392,32.899395,2281190646389696512,0.005310521,636.431,92.79147,33.77266,105.9812,319.6636,139.1292,94.98488,33.96428,b'GALAXY',b'STARFORMING',10489+3309,0.48,0.9,9.06,17.34,0.53333336,0.09933775,0.52249134,-1.0107031180311494,-0.40227081113391316,-1.000067488854174,-2.9305666226532465,-0.6286086,
194.75174,34.846503,194.74956,34.84797,2286716519251470336,0.002694306,2422.982,947.101,4644.575,17.64305,53.2155,104.1645,66.81554,12.10679,b'GALAXY',b'STARBURST',12566+3507,0.25,0.39,1.84,2.39,0.64102566,0.21195652,0.76987445,1.5900494107431824,-3.532068655638271,-2.6512074674381174,-5.298987839743905,-0.4446858,Seyfert
193.27521,36.817475,193.27281,36.81877,2286794584577042432,0.02806518,1369.592,285.525,117.7755,133.7405,403.3924,211.6616,163.2287,30.51097,b'GALAXY',b'STARBURST',12507+3705,0.25,1.43,1.55,3.5,0.17482518,0.92258066,0.44285715,-0.8855493209764317,-0.9360226143261552,-1.2956347144080675,-3.804181873170925,-1.7439688,
170.66263,37.765109,170.66165,37.764786,2293596981395744768,0.00663658,1406.869,389.2473,145.299,142.4162,429.5603,307.9926,218.7261,32.02167,b'GALAXY',b'STARBURST',11199+3802,0.25,0.21,2.38,6.03,1.1904762,0.0882353,0.3946932,-0.9854211860337686,-0.9000240402609428,-0.9824553169395809,-3.782709085768955,0.17435338,
171.38255,38.060575,171.38141,38.06033,2293618146994579456,0.0070389,4966.47,1489.885,6974.467,124.4345,375.3233,372.1786,289.4726,71.7047,b'GALAXY',b'STARBURST',11228+3820,0.42,0.25,0.67,1.01,1.68,0.37313432,0.6633663,1.5435569732462948,-2.2963410241033992,-2.0157260763008975,-4.237908308802247,0.51879376,Seyfert
119.16883,16.920116,119.17133,16.918898,2342026343820060672,0.02869678,1515.276,224.0838,148.5868,289.7927,874.0817,234.371,207.3359,57.59259,b'GALAXY',b'STARFORMING',07538+1703,0.25,0.3,1.42,2.16,0.8333333,0.2112676,0.6574074,-0.410850789770477,-0.2638431608795723,-1.2327063396258569,-3.2699589659759276,-0.18232158,
125.18686,19.362213,125.18832,19.361303,2344273745721452544,0.01962876,404.2274,114.9436,88.05183,49.69341,149.8868,93.24982,64.10254,19.38004,b'GALAXY',b'STARFORMING',08178+1931,0.25,0.35,1.25,2.17,0.71428573,0.28,0.5760369,-0.2665159549062741,-0.7057613802304014,-0.9434899690865283,-3.037733920451676,-0.3364722,Infrarroja
163.1381,36.626878,163.13632,36.62468,2353280671859894272,0.001956743,5734.937,1554.108,3276.58,162.5168,490.1882,574.3307,405.2854,77.32972,b'GALAXY',b'STARBURST',10497+3653,0.25,0.25,4.27,12.89,1.0,0.05854801,0.33126456,0.7458984478971455,-2.173206778225369,-1.7671712841017455,-4.306253686555744,0.0,
164.44435,36.282745,164.44232,36.280926,2354327956416915456,0.0304173,331.3399,63.32917,23.21607,53.47178,161.2832,61.0583,43.48025,13.97661,b'GALAXY',b'STARFORMING',10549+3632,0.27,0.25,0.53,1.06,1.08,0.4716981,0.5,-1.0035013331902667,-0.43364698635453697,-1.1535888338058553,-3.165759518575552,0.07696108,
165.91791,37.92939,165.91953,37.928493,2354413718323881984,0.0429134,3953.853,1015.941,418.0915,538.0689,1622.94,814.5396,604.4262,118.0622,b'GALAXY',b'STARBURST',11008+3811,0.25,0.25,0.57,1.08,1.0,0.4385965,0.5277778,-0.8878702474948246,-0.6041153505356512,-1.0247622501080484,-3.511234221266229,0.0,
168.65503,30.314151,168.65378,30.314636,2355382938041870336,0.006681961,1348.577,325.9068,173.9705,171.8401,518.3093,297.2693,211.4993,38.85489,b'GALAXY',b'STARFORMING',11119+3035,0.25,0.25,0.71,1.45,1.0,0.35211268,0.48965517,-0.6277257063108671,-0.6698971455386444,-0.9748119451465741,-3.5469713038129096,0.0,
198.12308,34.055952,198.12444,34.058365,2356633638524708864,0.03387335,955.0594,179.2535,59.81321,156.7598,472.8237,158.7484,122.9984,32.26859,b'GALAXY',b'STARFORMING',13101+3419,0.37,0.29,0.45,1.25,1.2758621,0.64444447,0.36,-1.0975744655199142,-0.41671504785518315,-1.2207647422304602,-3.3876792262233497,0.24362211,
205.78681,30.337736,205.78687,30.337383,2357768060200314880,0.03474038,2364.293,316.6347,85.17304,408.1437,1231.056,294.6324,265.216,50.47085,b'GALAXY',b'STARFORMING',13408+3035,0.31,0.3,2.3,5.17,1.0333333,0.13043478,0.4448743,-1.3130637916272854,-0.36627089940757673,-1.4405682805223907,-3.846838371417662,0.032789793,
181.01595,31.895798,181.0152,31.89584,2358802969194948608,0.00253757,249.4983,47.2487,15.95501,35.95776,108.4569,50.39746,30.3979,6.045439,b'GALAXY',b'STARFORMING',12015+3210,0.26,0.3,2.53,11.03,0.8666667,0.11857708,0.22937444,-1.085652253840962,-0.5467633566898402,-1.1275325634055515,-3.7201479981095456,-0.14310083,
181.78533,32.995884,181.78558,32.995636,2358928863276328960,0.02652918,5252.368,1229.198,651.6702,849.1434,2561.213,735.6686,613.0621,120.064,b'GALAXY',b'STARFORMING',12045+3316,0.42,0.25,1.24,2.0,1.68,0.2016129,0.62,-0.6345785974489436,-0.4318622205681524,-1.359515094589231,-3.7784093675696124,0.51879376,
171.13559,34.534497,171.13435,34.535236,2364501192215652352,0.04175996,1090.944,196.1818,84.56721,145.9865,440.3289,217.4859,165.2716,41.49702,b'GALAXY',b'STARBURST',11218+3448,0.38,0.25,0.64,1.13,1.52,0.390625,0.5663717,-0.8414951775134998,-0.6209407854180543,-1.0473970260780405,-3.2691770380303034,0.41871032,
205.03796,36.861092,205.03912,36.85948,2365646610886584320,0.01908619,1091.827,219.591,50.14577,161.4437,486.9516,149.0407,120.267,27.2499,b'GALAXY',b'STARFORMING',13379+3706,0.25,0.26,0.74,1.66,0.96153843,0.35135135,0.44578314,-1.4768325612975501,-0.5211071776225923,-1.399753126789478,-3.690557867468125,-0.039220743,
206.2029,37.163201,206.20052,37.16468,2365678496723789824,0.02657273,1294.082,234.3883,114.6689,214.5575,647.155,279.2385,211.9719,70.4144,b'GALAXY',b'STARFORMING',13426+3724,0.25,0.25,0.98,2.17,1.0,0.25510204,0.4516129,-0.7149302965215054,-0.40663515410114404,-0.9686842932030765,-2.9111590547483357,0.0,
201.5381,35.934427,201.53929,35.93282,2366709842942388224,0.01869968,5146.56,720.7388,211.3408,918.5853,2770.666,621.0313,565.593,91.86292,b'GALAXY',b'STARBURST',13238+3611,0.34,0.54,4.47,8.83,0.6296296,0.12080537,0.50622874,-1.2268048006537942,-0.332904992588642,-1.4672159770138478,-4.0257863434121255,-0.46262354,
200.06429,30.900583,200.06197,30.898893,2368922880558786560,0.02453698,278.5181,72.09056,27.33315,32.19529,97.10842,61.57117,38.49413,8.95822,b'GALAXY',b'STARFORMING',13179+3109,0.25,0.25,0.87,1.79,1.0,0.28735632,0.48603353,-0.9698228551974329,-0.7673190699505728,-1.023660075402492,-3.436911501741953,0.0,Infrarroja
199.04787,30.95214,199.04922,30.951435,2368958889564596224,0.01885484,580.3503,161.6589,126.6432,54.56549,164.5821,103.2067,70.94899,12.30325,b'GALAXY',b'STARBURST',13138+3112,0.25,0.25,1.17,2.84,1.0,0.21367522,0.41197184,-0.24411487614715457,-0.9738864569735819,-1.2036822174826165,-3.8537684316252645,0.0,
200.43938,31.237245,200.44139,31.23647,2369055921465747456,0.02408777,542.584,76.32288,49.63232,134.25,404.9288,154.4993,118.332,50.71465,b'GALAXY',b'STARFORMING',13194+3129,0.29,1.12,1.83,2.54,0.25892857,0.61202186,0.72047246,-0.43033052785050896,-0.006295670820290744,-0.6874892566800075,-2.3701280886451204,-1.3512031,
202.4508,31.130144,202.44904,31.13055,2375778878854555648,0.02387846,636.0118,136.4866,155.7516,201.7405,608.4959,186.1047,143.1422,39.45287,b'GALAXY',b'AGN',13274+3123,0.25,0.47,0.88,2.33,0.5319149,0.53409094,0.37768242,0.13203598917998757,0.24210894031074076,-0.6584091913859518,-2.7801103216645644,-0.6312718,
202.66543,31.286157,202.66472,31.283726,2375785201046415360,0.03405667,9650.165,3014.897,4047.088,758.6368,2288.224,893.6652,668.5809,79.53648,b'GALAXY',b'STARBURST',13283+3132,0.38,0.43,1.61,2.8,0.88372093,0.26708075,0.575,0.2944319430845537,-1.1528631989699194,-1.8208504202257998,-4.798514508295327,-0.12361395,
202.00104,31.871243,202.0005,31.871128,2377902586687678464,0.03857403,605.0603,71.79212,25.74021,86.70425,261.52,109.4997,79.60174,18.8228,b'GALAXY',b'STARFORMING',13256+3207,0.4,0.25,1.18,2.18,1.6,0.21186441,0.5412844,-1.025720360084803,-0.5524814536937703,-1.1630445318317357,-3.4702592214989068,0.47000363,
201.18201,32.54028,201.18286,32.539684,2377947116908603392,0.03978452,4872.691,929.0836,502.5309,1017.019,3067.564,714.7241,655.3855,143.3794,b'GALAXY',b'STARBURST',13224+3247,0.51,0.29,1.43,2.85,1.7586207,0.2027972,0.5017544,-0.6145415934208319,-0.17642670890281348,-1.2687556145806238,-3.525907366471051,0.56452984,
172.22554,35.413992,172.22412,35.41527,2379067793027917824,0.007528562,2327.92,655.9575,470.8271,432.2944,1303.9,904.2138,664.2335,155.9824,b'GALAXY',b'STARFORMING',11262+3541,0.34,0.25,0.61,0.75,1.36,0.40983605,0.81333333,-0.33160506493318403,-0.2932795734820471,-0.3948890159133379,-2.7029872636276915,0.30748472,
171.70271,35.248397,171.70074,35.249256,2379083461068613632,0.0320892,2165.845,410.3339,136.8824,332.7492,1003.648,381.7964,300.4911,66.24364,b'GALAXY',b'STARBURST',11241+3531,0.28,0.25,1.37,2.3,1.12,0.18248175,0.59565216,-1.09784905547015,-0.4828332492208918,-1.1551147412535838,-3.487226404262178,0.11332869,
208.53745,30.835562,208.5354,30.833708,2382516692602349568,0.04180489,143.9442,41.94577,73.38387,16.38127,49.40969,34.73813,22.00834,8.734456,b'GALAXY',b'STARFORMING',13518+3104,0.26,0.25,0.64,1.71,1.04,0.390625,0.374269,0.5593265631999469,-0.7829432816037638,-0.9308322726947991,-2.802150061023007,0.039220676,
208.32412,33.490851,208.32452,33.489906,2383626653969442816,0.007898992,2661.47,569.2051,4433.455,578.8469,1745.936,628.1268,609.4818,435.1521,b'GALAXY',b'AGN',13510+3344,0.29,0.92,1.44,2.71,0.3152174,0.6388889,0.53136533,2.052693642654851,-0.13525194339256735,-0.7656976325419638,-1.810938255564122,-1.1544927,Seyfert
208.56416,33.595954,208.56349,33.594902,2383646720056649728,0.04613639,517.0891,82.0032,48.16307,71.73502,216.3694,99.42803,68.88583,25.75905,b'GALAXY',b'STARBURST',13520+3350,0.44,0.25,0.63,1.6,1.76,0.3968254,0.39375,-0.5321657260770039,-0.5848922162170835,-1.1223847493379364,-2.9994291784109337,0.5653138,Infrarroja
208.8933,25.049778,208.89182,25.050333,2385845737893160960,0.02900439,1922.441,278.3767,93.57791,591.597,1784.393,207.35,198.9986,62.77588,b'GALAXY',b'STARFORMING',13532+2517,0.4,0.37,2.17,2.96,1.081081,0.17050691,0.7331081,-1.0901808810724627,0.21181846001735619,-1.5541395998146057,-3.421780088437326,0.0779615,
210.94132,32.000393,210.94032,32.000027,2388077753007106048,0.0622997,660.4502,103.8391,29.48256,120.472,363.3712,81.53498,73.20735,21.8616,b'GALAXY',b'STARFORMING',14015+3214,0.25,0.25,0.58,1.23,1.0,0.43103448,0.4715447,-1.2590436836524541,-0.31116083640780257,-1.4511603771698807,-3.4081900505770863,0.0,
210.65034,32.510452,210.65016,32.51042,2388167912960583680,0.01450248,5802.312,820.807,263.4215,878.6633,2650.251,854.5866,692.1541,139.1081,b'GALAXY',b'STARBURST',14003+3245,0.31,0.67,6.85,11.4,0.46268657,0.097810216,0.60087717,-1.1365325917621103,-0.49726619891550716,-1.3221065160101029,-3.730760409073898,-0.7707054,Infrarroja
211.06568,33.174486,211.06544,33.175064,2388178083443140608,0.05240549,1563.271,316.1115,53.98417,175.0052,527.8561,179.0599,132.8706,27.79904,b'GALAXY',b'STARFORMING',14020+3324,0.25,0.28,0.55,1.49,0.89285713,0.5090909,0.3691275,-1.7674041440121175,-0.7993761248613775,-1.6117552933237413,-4.029534212182838,-0.113328695,
210.19083,30.075973,210.19284,30.074568,2389275670892013568,0.02725657,1548.322,280.1048,104.053,336.8419,1015.993,336.6228,279.713,62.57841,b'GALAXY',b'STARFORMING',13585+3018,0.25,0.33,0.56,1.41,0.75757575,0.58928573,0.39716312,-0.9902634341399423,-0.13496944725866525,-0.9211350979801012,-3.2085067124149065,-0.27763176,
214.72547,26.594599,214.72772,26.593786,2394953543585916928,0.03552331,352.8844,58.46695,37.49116,75.82737,228.7129,75.58566,66.73042,12.1189,b'GALAXY',b'AGN',14166+2649,0.25,0.25,0.59,1.18,1.0,0.42372882,0.5,-0.44435646547080304,-0.1473371965516428,-0.9080900251324304,-3.3713743071004725,0.0,
214.80327,24.798727,214.8045,24.79871,2396077518357555200,0.01717465,521.5309,74.10118,35.37862,85.5612,258.0724,75.48388,55.1995,16.4226,b'GALAXY',b'STARFORMING',14169+2501,0.25,0.25,0.88,2.6,1.0,0.2840909,0.33846155,-0.7393237737183987,-0.41719255138784533,-1.3839910737366594,-3.4581100898698938,0.0,
215.28388,30.630222,215.28238,30.629799,2397072858841901056,0.05152073,1211.19,268.5464,57.42769,167.332,504.7121,152.4641,116.7175,32.22791,b'GALAXY',b'STARFORMING',14189+3051,0.27,0.25,0.58,0.77,1.08,0.43103448,0.7532467,-1.5424971197495077,-0.5890346630044089,-1.5039723816084207,-3.6265257790659877,0.07696108,
216.09558,24.614128,216.09486,24.614267,2399348565768955904,0.01688891,3915.369,546.5507,559.4995,911.3899,2748.962,833.315,707.8204,187.7753,b'GALAXY',b'STARBURST',14221+2450,0.56,0.75,4.82,8.74,0.74666667,0.15560167,0.5514874,0.02341555859636916,-0.06735028754242676,-0.9323901603740204,-3.0374188216293745,-0.29213643,
214.81912,26.298597,214.82022,26.300428,2399387598431741952,0.03675798,1150.31,171.2379,65.01276,191.0966,576.3916,130.9894,101.2514,44.26701,b'GALAXY',b'STARFORMING',14170+2631,0.4,0.47,1.21,3.06,0.85106385,0.38842976,0.39542484,-0.9684702593895982,-0.40466364549818373,-1.600011985825704,-3.2575470458802696,-0.16126813,
217.24833,23.191507,217.24777,23.190641,2400433503398291456,0.01747597,870.1685,199.1155,39.14825,111.6033,336.6212,104.931,95.47974,11.08618,b'GALAXY',b'STARFORMING',14267+2324,0.25,0.27,1.5,3.45,0.9259259,0.18,0.4347826,-1.6265293368009834,-0.6633926480866696,-1.4683179104673179,-4.3629875834956255,-0.076961055,
217.68197,29.180442,217.68001,29.180565,2401568206511695872,0.01325482,3888.498,690.5049,154.2544,526.0469,1586.679,563.8018,422.0892,50.33699,b'GALAXY',b'STARBURST',14285+2924,0.25,0.19,1.54,2.66,1.3157895,0.12337662,0.57894737,-1.4988198816309726,-0.6100439553722762,-1.372232442973269,-4.347038049283092,0.27443683,
217.54019,31.215826,217.53894,31.216555,2401692176447727616,0.01138059,14575.74,3179.735,606.6459,1893.156,5710.194,1570.087,1323.981,108.3917,b'GALAXY',b'STARBURST',14280+3126,0.75,1.35,10.97,21.08,0.5555556,0.1230629,0.5203985,-1.6566078789208596,-0.65076956317052,-1.616695377993986,-4.901362263991121,-0.5877866,
218.11427,27.42743,218.11334,27.427113,2402702077189974016,0.01421801,982.2866,274.268,77.57975,117.5908,354.6811,184.2119,131.4432,20.75509,b'GALAXY',b'STARFORMING',14302+2738,0.25,0.25,0.59,1.41,1.0,0.42372882,0.41843972,-1.2627992910209789,-0.7323282400849361,-1.1352329573148696,-3.8570916013339422,0.0,
217.19443,27.250669,217.19168,27.251614,2402717195474855936,0.01473646,8577.315,2002.187,2892.2,792.6023,2390.671,1056.104,914.7896,152.6572,b'GALAXY',b'STARBURST',14265+2728,0.25,0.19,0.8,1.0,1.3157895,0.2375,0.8,0.3677773750742435,-0.9912109204539542,-1.4706338834983248,-4.028681321654221,0.27443683,
217.31927,28.821883,217.32051,28.820892,2402769697155082240,0.01440049,315.1962,120.4524,191.5258,154.1984,465.098,132.4493,118.5448,73.27567,b'GALAXY',b'BROADLINE',14270+2902,1.26,0.25,0.44,1.33,5.04,0.5681818,0.33082706,0.46376787125197877,0.6753886928389372,-0.2277658691940699,-1.458966671881351,1.6174061,
218.55577,25.465367,218.55609,25.466206,2403839796024731648,0.01653184,374.8196,98.48343,15.74496,45.73866,137.9584,59.57849,41.57709,4.641391,b'GALAXY',b'STARFORMING',14319+2541,0.25,0.25,0.78,1.95,1.0,0.32051283,0.4,-1.8333679966159377,-0.713156855815969,-1.3097851158662126,-4.391430737759518,0.0,
